# 词	编码	人工权重	分类	类型	实体	来源	核对日期
接口层	jie kou ceng	30	架构设计	term	接口层	curated	2026-09-17
接口测试	jie kou ce shi	30	测试验收	term	接口测试	curated	2026-09-17
接口设计	jie kou she ji	30	项目协作	term	接口设计	curated	2026-09-17
接口路由	jie kou lu you	30	后端数据	term	接口路由	curated	2026-09-17
接口隔离	jie kou ge li	30	架构设计	term	接口隔离	curated	2026-09-17
控制反转	kong zhi fan zhuan	30	架构设计	term	控制反转	curated	2026-09-17
控制器	kong zhi qi	30	架构设计	term	控制器	curated	2026-09-17
推送代码	tui song dai ma	30	版本协作	term	推送代码	curated	2026-09-17
推送分支	tui song fen zhi	30	版本协作	term	推送分支	curated	2026-09-17
推送标签	tui song biao qian	30	版本协作	term	推送标签	curated	2026-09-17
提交代码	ti jiao dai ma	30	版本协作	term	提交代码	curated	2026-09-17
提交信息	ti jiao xin xi	30	版本协作	term	提交信息	curated	2026-09-17
提交历史	ti jiao li shi	30	版本协作	term	提交历史	curated	2026-09-17
提交哈希	ti jiao ha xi	30	版本协作	term	提交哈希	curated	2026-09-17
提交差异	ti jiao cha yi	30	版本协作	term	提交差异	curated	2026-09-17
提交状态	ti jiao zhuang tai	30	前端交互	term	提交状态	curated	2026-09-17
提交签名	ti jiao qian ming	30	版本协作	term	提交签名	curated	2026-09-17
提交范围	ti jiao fan wei	30	版本协作	term	提交范围	curated	2026-09-17
提交记录	ti jiao ji lu	30	版本协作	term	提交记录	curated	2026-09-17
提交说明	ti jiao shuo ming	30	版本协作	term	提交说明	curated	2026-09-17
提示消息	ti shi xiao xi	30	前端交互	term	提示消息	curated	2026-09-17
插件接口	cha jian jie kou	30	架构设计	term	插件接口	curated	2026-09-17
插件架构	cha jian jia gou	30	架构设计	term	插件架构	curated	2026-09-17
搜索候选数	sou suo hou xuan shu	30	向量检索	term	搜索候选数	curated	2026-09-17
搜索宽度	sou suo kuan du	30	向量检索	term	搜索宽度	curated	2026-09-17
搜索深度	sou suo shen du	30	向量检索	term	搜索深度	curated	2026-09-17
摄像头权限	she xiang tou quan xian	30	桌面移动	term	摄像头权限	curated	2026-09-17
摇树优化	yao shu you hua	30	前端交互	term	摇树优化	curated	2026-09-17
撤销提交	che xiao ti jiao	30	版本协作	term	撤销提交	curated	2026-09-17
撤销改动	che xiao gai dong	30	版本协作	term	撤销改动	curated	2026-09-17
故障定位	gu zhang ding wei	30	可靠运维	term	故障定位	curated	2026-09-17
故障演练	gu zhang yan lian	30	可靠运维	term	故障演练	curated	2026-09-17
故障转移	gu zhang zhuan yi	30	可靠运维	term	故障转移	curated	2026-09-17
数字本地化	shu zi ben di hua	30	前端交互	term	数字本地化	curated	2026-09-17
数字精度	shu zi jing du	30	后端数据	term	数字精度	curated	2026-09-17
数据不一致	shu ju bu yi zhi	30	排障修复	term	数据不一致	curated	2026-09-17
数据丢失	shu ju diu shi	30	排障修复	term	数据丢失	curated	2026-09-17
数据卷	shu ju juan	30	可靠运维	term	数据卷	curated	2026-09-17
数据备份	shu ju bei fen	30	后端数据	term	数据备份	curated	2026-09-17
数据工厂	shu ju gong chang	30	测试验收	term	数据工厂	curated	2026-09-17
数据归档	shu ju gui dang	30	后端数据	term	数据归档	curated	2026-09-17
数据恢复	shu ju hui fu	30	后端数据	term	数据恢复	curated	2026-09-17
数据权限	shu ju quan xian	30	后端数据	term	数据权限	curated	2026-09-17
数据模型	shu ju mo xing	30	架构设计	term	数据模型	curated	2026-09-17
数据流向	shu ju liu xiang	30	前端交互	term	数据流向	curated	2026-09-17
数据竞争	shu ju jing zheng	30	排障修复	term	数据竞争	curated	2026-09-17
数据竞争检查	shu ju jing zheng jian cha	30	桌面移动	term	数据竞争检查	curated	2026-09-17
数据绑定	shu ju bang ding	30	后端数据	term	数据绑定	curated	2026-09-17
数据设计	shu ju she ji	30	项目协作	term	数据设计	curated	2026-09-17
数据访问层	shu ju fang wen ceng	30	架构设计	term	数据访问层	curated	2026-09-17
数据迁移测试	shu ju qian yi ce shi	30	测试验收	term	数据迁移测试	curated	2026-09-17
数据重复	shu ju chong fu	30	排障修复	term	数据重复	curated	2026-09-17
数据隔离	shu ju ge li	30	后端数据	term	数据隔离	curated	2026-09-17
数据驱动测试	shu ju qu dong ce shi	30	测试验收	term	数据驱动测试	curated	2026-09-17
数组越界	shu zu yue jie	30	排障修复	term	数组越界	curated	2026-09-17
整洁架构	zheng jie jia gou	30	架构设计	term	整洁架构	curated	2026-09-17
文件上传	wen jian shang chuan	30	前端交互	term	文件上传	curated	2026-09-17
文件依赖	wen jian yi lai	30	开发操作	term	文件依赖	curated	2026-09-17
文件关联	wen jian guan lian	30	桌面移动	term	文件关联	curated	2026-09-17
文件差异	wen jian cha yi	30	版本协作	term	文件差异	curated	2026-09-17
文件归属	wen jian gui shu	30	代理开发	term	文件归属	curated	2026-09-17
文件所有权	wen jian suo you quan	30	代理开发	term	文件所有权	curated	2026-09-17
文件描述符泄漏	wen jian miao shu fu xie lou	30	排障修复	term	文件描述符泄漏	curated	2026-09-17
文件权限	wen jian quan xian	30	代理开发	term	文件权限	curated	2026-09-17
文件访问权限	wen jian fang wen quan xian	30	桌面移动	term	文件访问权限	curated	2026-09-17
文件选择器	wen jian xuan ze qi	30	前端交互	term	文件选择器	curated	2026-09-17
文本上屏	wen ben shang ping	30	桌面移动	term	文本上屏	curated	2026-09-17
文本切片	wen ben qie pian	30	向量检索	term	文本切片	curated	2026-09-17
文本向量化	wen ben xiang liang hua	30	向量检索	term	文本向量化	curated	2026-09-17
文本选择	wen ben xuan ze	30	桌面移动	term	文本选择	curated	2026-09-17
文案翻译	wen an fan yi	30	前端交互	term	文案翻译	curated	2026-09-17
文档入库	wen dang ru ku	30	向量检索	term	文档入库	curated	2026-09-17
文档切片	wen dang qie pian	30	向量检索	term	文档切片	curated	2026-09-17
文档同步	wen dang tong bu	30	向量检索	term	文档同步	curated	2026-09-17
文档向量化	wen dang xiang liang hua	30	向量检索	term	文档向量化	curated	2026-09-17
文档哈希	wen dang ha xi	30	向量检索	term	文档哈希	curated	2026-09-17
文档更新	wen dang geng xin	30	向量检索	term	文档更新	curated	2026-09-17
文档标识	wen dang biao shi	30	向量检索	term	文档标识	curated	2026-09-17
文档版本	wen dang ban ben	30	向量检索	term	文档版本	curated	2026-09-17
文档目录	wen dang mu lu	30	开发操作	term	文档目录	curated	2026-09-17
断点续传	duan dian xu chuan	30	前端交互	term	断点续传	curated	2026-09-17
断言信息	duan yan xin xi	30	测试验收	term	断言信息	curated	2026-09-17
断言失败	duan yan shi bai	30	测试验收	term	断言失败	curated	2026-09-17
方案取舍	fang an qu she	30	项目协作	term	方案取舍	curated	2026-09-17
方案对比	fang an dui bi	30	项目协作	term	方案对比	curated	2026-09-17
方案确认	fang an que ren	30	代理开发	term	方案确认	curated	2026-09-17
方案评审	fang an ping shen	30	项目协作	term	方案评审	curated	2026-09-17
无法复现	wu fa fu xian	30	排障修复	term	无法复现	curated	2026-09-17
无障碍测试	wu zhang ai ce shi	30	测试验收	term	无障碍测试	curated	2026-09-17
无障碍访问	wu zhang ai fang wen	30	前端交互	term	无障碍访问	curated	2026-09-17
日志保留	ri zhi bao liu	30	可靠运维	term	日志保留	curated	2026-09-17
日志检索	ri zhi jian suo	30	可靠运维	term	日志检索	curated	2026-09-17
日志聚合	ri zhi ju he	30	可靠运维	term	日志聚合	curated	2026-09-17
日志轮转	ri zhi lun zhuan	30	可靠运维	term	日志轮转	curated	2026-09-17
日志采集	ri zhi cai ji	30	可靠运维	term	日志采集	curated	2026-09-17
日期本地化	ri qi ben di hua	30	前端交互	term	日期本地化	curated	2026-09-17
日期格式	ri qi ge shi	30	后端数据	term	日期格式	curated	2026-09-17
日期选择器	ri qi xuan ze qi	30	前端交互	term	日期选择器	curated	2026-09-17
时区转换	shi qu zhuan huan	30	后端数据	term	时区转换	curated	2026-09-17
时间戳	shi jian chuo	30	后端数据	term	时间戳	curated	2026-09-17
智能编程	zhi neng bian cheng	30	代理开发	term	智能编程	curated	2026-09-17
暂存区	zan cun qu	30	版本协作	term	暂存区	curated	2026-09-17
暂存差异	zan cun cha yi	30	版本协作	term	暂存差异	curated	2026-09-17
暂存改动	zan cun gai dong	30	版本协作	term	暂存改动	curated	2026-09-17
暂存文件	zan cun wen jian	30	版本协作	term	暂存文件	curated	2026-09-17
暴力检索	bao li jian suo	30	向量检索	term	暴力检索	curated	2026-09-17
更新下载	geng xin xia zai	30	桌面移动	term	更新下载	curated	2026-09-17
更新依赖	geng xin yi lai	30	开发操作	term	更新依赖	curated	2026-09-17
更新回滚	geng xin hui gun	30	桌面移动	term	更新回滚	curated	2026-09-17
更新安装	geng xin an zhuang	30	桌面移动	term	更新安装	curated	2026-09-17
更新文档	geng xin wen dang	30	代理开发	term	更新文档	curated	2026-09-17
更新检查	geng xin jian cha	30	桌面移动	term	更新检查	curated	2026-09-17
更新测试	geng xin ce shi	30	测试验收	term	更新测试	curated	2026-09-17
更新签名	geng xin qian ming	30	桌面移动	term	更新签名	curated	2026-09-17
最小修复	zui xiao xiu fu	30	排障修复	term	最小修复	curated	2026-09-17
最小可行产品	zui xiao ke xing chan pin	30	项目协作	term	最小可行产品	curated	2026-09-17
最小复现	zui xiao fu xian	30	排障修复	term	最小复现	curated	2026-09-17
最小实现	zui xiao shi xian	30	代理开发	term	最小实现	curated	2026-09-17
最小接口	zui xiao jie kou	30	架构设计	term	最小接口	curated	2026-09-17
最小改动	zui xiao gai dong	30	排障修复	term	最小改动	curated	2026-09-17
最小范围修改	zui xiao fan wei xiu gai	30	排障修复	term	最小范围修改	curated	2026-09-17
最终一致性	zui zhong yi zhi xing	30	后端数据	term	最终一致性	curated	2026-09-17
服务化架构	fu wu hua jia gou	30	架构设计	term	服务化架构	curated	2026-09-17
服务发现	fu wu fa xian	30	可靠运维	term	服务发现	curated	2026-09-17
服务告警	fu wu gao jing	30	可靠运维	term	服务告警	curated	2026-09-17
服务层	fu wu ceng	30	架构设计	term	服务层	curated	2026-09-17
服务注册	fu wu zhu ce	30	可靠运维	term	服务注册	curated	2026-09-17
服务监控	fu wu jian kong	30	可靠运维	term	服务监控	curated	2026-09-17
服务端口	fu wu duan kou	30	可靠运维	term	服务端口	curated	2026-09-17
服务端渲染	fu wu duan xuan ran	30	前端交互	term	服务端渲染	curated	2026-09-17
服务端状态	fu wu duan zhuang tai	30	前端交互	term	服务端状态	curated	2026-09-17
服务账户	fu wu zhang hu	30	可靠运维	term	服务账户	curated	2026-09-17
未完成项	wei wan cheng xiang	30	项目协作	term	未完成项	curated	2026-09-17
未定义行为	wei ding yi xing wei	30	排障修复	term	未定义行为	curated	2026-09-17
未捕获异常	wei bu huo yi chang	30	排障修复	term	未捕获异常	curated	2026-09-17
未提交改动	wei ti jiao gai dong	30	版本协作	term	未提交改动	curated	2026-09-17
未暂存改动	wei zan cun gai dong	30	版本协作	term	未暂存改动	curated	2026-09-17
未跟踪文件	wei gen zong wen jian	30	版本协作	term	未跟踪文件	curated	2026-09-17
本地事务	ben di shi wu	30	后端数据	term	本地事务	curated	2026-09-17
本地仓库	ben di cang ku	30	开发操作	term	本地仓库	curated	2026-09-17
本地分支	ben di fen zhi	30	版本协作	term	本地分支	curated	2026-09-17
本地化	ben di hua	30	前端交互	term	本地化	curated	2026-09-17
本地化测试	ben di hua ce shi	30	测试验收	term	本地化测试	curated	2026-09-17
本地构建	ben di gou jian	30	开发操作	term	本地构建	curated	2026-09-17
本地验证	ben di yan zheng	30	测试验收	term	本地验证	curated	2026-09-17
权限声明	quan xian sheng ming	30	桌面移动	term	权限声明	curated	2026-09-17
权限提升	quan xian ti sheng	30	代理开发	term	权限提升	curated	2026-09-17
权限校验	quan xian jiao yan	30	后端数据	term	权限校验	curated	2026-09-17
条件渲染	tiao jian xuan ran	30	前端交互	term	条件渲染	curated	2026-09-17
来源追溯	lai yuan zhui su	30	向量检索	term	来源追溯	curated	2026-09-17
松耦合	song ou he	30	架构设计	term	松耦合	curated	2026-09-17
构建产物	gou jian chan wu	30	开发操作	term	构建产物	curated	2026-09-17
构建参数	gou jian can shu	30	开发操作	term	构建参数	curated	2026-09-17
构建失败	gou jian shi bai	30	开发操作	term	构建失败	curated	2026-09-17
构建日志	gou jian ri zhi	30	开发操作	term	构建日志	curated	2026-09-17
构建时间	gou jian shi jian	30	开发操作	term	构建时间	curated	2026-09-17
构建检查	gou jian jian cha	30	测试验收	term	构建检查	curated	2026-09-17
构建环境	gou jian huan jing	30	开发操作	term	构建环境	curated	2026-09-17
构建目录	gou jian mu lu	30	开发操作	term	构建目录	curated	2026-09-17
构建目标	gou jian mu biao	30	开发操作	term	构建目标	curated	2026-09-17
构建缓存	gou jian huan cun	30	开发操作	term	构建缓存	curated	2026-09-17
构建脚本	gou jian jiao ben	30	开发操作	term	构建脚本	curated	2026-09-17
架构债	jia gou zhai	30	架构设计	term	架构债	curated	2026-09-17
架构演进	jia gou yan jin	30	架构设计	term	架构演进	curated	2026-09-17
架构约束	jia gou yue shu	30	架构设计	term	架构约束	curated	2026-09-17
架构设计	jia gou she ji	30	项目协作	term	架构设计	curated	2026-09-17
架构评审	jia gou ping shen	30	项目协作	term	架构评审	curated	2026-09-17
查找引用	cha zhao yin yong	30	开发操作	term	查找引用	curated	2026-09-17
查询优化	cha xun you hua	30	后端数据	term	查询优化	curated	2026-09-17
查询参数	cha xun can shu	30	后端数据	term	查询参数	curated	2026-09-17
查询向量化	cha xun xiang liang hua	30	向量检索	term	查询向量化	curated	2026-09-17
查询处理器	cha xun chu li qi	30	架构设计	term	查询处理器	curated	2026-09-17
查询计划	cha xun ji hua	30	后端数据	term	查询计划	curated	2026-09-17
查询重写	cha xun chong xie	30	后端数据	term	查询重写	curated	2026-09-17
标注未完成项	biao zhu wei wan cheng xiang	30	代理开发	term	标注未完成项	curated	2026-09-17
标签签名	biao qian qian ming	30	版本协作	term	标签签名	curated	2026-09-17
标签页	biao qian ye	30	前端交互	term	标签页	curated	2026-09-17
校验失败	jiao yan shi bai	30	后端数据	term	校验失败	curated	2026-09-17
校验规则	jiao yan gui ze	30	后端数据	term	校验规则	curated	2026-09-17
校验错误	jiao yan cuo wu	30	后端数据	term	校验错误	curated	2026-09-17
样式冲突	yang shi chong tu	30	前端交互	term	样式冲突	curated	2026-09-17
样式覆盖	yang shi fu gai	30	前端交互	term	样式覆盖	curated	2026-09-17
样式隔离	yang shi ge li	30	前端交互	term	样式隔离	curated	2026-09-17
核心模块	he xin mo kuai	30	架构设计	term	核心模块	curated	2026-09-17
根因分析	gen yin fen xi	30	排障修复	term	根因分析	curated	2026-09-17
根因定位	gen yin ding wei	30	排障修复	term	根因定位	curated	2026-09-17
格式化检查	ge shi hua jian cha	30	测试验收	term	格式化检查	curated	2026-09-17
格式检查	ge shi jian cha	30	测试验收	term	格式检查	curated	2026-09-17
桌面应用	zhuo mian ying yong	30	桌面移动	term	桌面应用	curated	2026-09-17
桥接接口	qiao jie jie kou	30	桌面移动	term	桥接接口	curated	2026-09-17
桥接模式	qiao jie mo shi	30	架构设计	term	桥接模式	curated	2026-09-17
检查调用链	jian cha diao yong lian	30	代理开发	term	检查调用链	curated	2026-09-17
检索准确率	jian suo zhun que lv	30	向量检索	term	检索准确率	curated	2026-09-17
检索可解释性	jian suo ke jie shi xing	30	向量检索	term	检索可解释性	curated	2026-09-17
检索命中	jian suo ming zhong	30	向量检索	term	检索命中	curated	2026-09-17
检索相关性	jian suo xiang guan xing	30	向量检索	term	检索相关性	curated	2026-09-17
检索覆盖	jian suo fu gai	30	向量检索	term	检索覆盖	curated	2026-09-17
检索评测	jian suo ping ce	30	向量检索	term	检索评测	curated	2026-09-17
检索调试	jian suo tiao shi	30	向量检索	term	检索调试	curated	2026-09-17
概念模型	gai nian mo xing	30	项目协作	term	概念模型	curated	2026-09-17
概念验证	gai nian yan zheng	30	项目协作	term	概念验证	curated	2026-09-17
概要设计	gai yao she ji	30	项目协作	term	概要设计	curated	2026-09-17
模块依赖	mo kuai yi lai	30	开发操作	term	模块依赖	curated	2026-09-17
模块化单体	mo kuai hua dan ti	30	架构设计	term	模块化单体	curated	2026-09-17
模块打包	mo kuai da bao	30	前端交互	term	模块打包	curated	2026-09-17
模块接口	mo kuai jie kou	30	架构设计	term	模块接口	curated	2026-09-17
模块边界	mo kuai bian jie	30	架构设计	term	模块边界	curated	2026-09-17
模拟对象	mo ni dui xiang	30	测试验收	term	模拟对象	curated	2026-09-17
模板方法	mo ban fang fa	30	架构设计	term	模板方法	curated	2026-09-17
模糊测试	mo hu ce shi	30	测试验收	term	模糊测试	curated	2026-09-17
横竖屏切换	heng shu ping qie huan	30	桌面移动	term	横竖屏切换	curated	2026-09-17
正向用例	zheng xiang yong li	30	测试验收	term	正向用例	curated	2026-09-17
正常流程	zheng chang liu cheng	30	项目协作	term	正常流程	curated	2026-09-17
死信队列	si xin dui lie	30	后端数据	term	死信队列	curated	2026-09-17
死锁	si suo	30	排障修复	term	死锁	curated	2026-09-17
死锁检测	si suo jian ce	30	后端数据	term	死锁检测	curated	2026-09-17
氛围编程	fen wei bian cheng	30	代理开发	term	氛围编程	curated	2026-09-17
水合	shui he	30	前端交互	term	水合	curated	2026-09-17
水合不匹配	shui he bu pi pei	30	前端交互	term	水合不匹配	curated	2026-09-17
水合错误	shui he cuo wu	30	前端交互	term	水合错误	curated	2026-09-17
水平分片	shui ping fen pian	30	后端数据	term	水平分片	curated	2026-09-17
水平扩容	shui ping kuo rong	30	可靠运维	term	水平扩容	curated	2026-09-17
永久修复	yong jiu xiu fu	30	排障修复	term	永久修复	curated	2026-09-17
池化	chi hua	30	后端数据	term	池化	curated	2026-09-17
污点	wu dian	30	可靠运维	term	污点	curated	2026-09-17
沙箱权限	sha xiang quan xian	30	代理开发	term	沙箱权限	curated	2026-09-17
洋葱架构	yang cong jia gou	30	架构设计	term	洋葱架构	curated	2026-09-17
活锁	huo suo	30	排障修复	term	活锁	curated	2026-09-17
流式渲染	liu shi xuan ran	30	前端交互	term	流式渲染	curated	2026-09-17
流量切换	liu liang qie huan	30	可靠运维	term	流量切换	curated	2026-09-17
流量回放	liu liang hui fang	30	可靠运维	term	流量回放	curated	2026-09-17
流量镜像	liu liang jing xiang	30	可靠运维	term	流量镜像	curated	2026-09-17
浅色模式	qian se mo shi	30	前端交互	term	浅色模式	curated	2026-09-17
测试先行	ce shi xian xing	30	测试验收	term	测试先行	curated	2026-09-17
测试初始化	ce shi chu shi hua	30	测试验收	term	测试初始化	curated	2026-09-17
测试失败	ce shi shi bai	30	开发操作	term	测试失败	curated	2026-09-17
测试夹具	ce shi jia ju	30	测试验收	term	测试夹具	curated	2026-09-17
测试套件	ce shi tao jian	30	测试验收	term	测试套件	curated	2026-09-17
测试报告	ce shi bao gao	30	测试验收	term	测试报告	curated	2026-09-17
测试数据	ce shi shu ju	30	测试验收	term	测试数据	curated	2026-09-17
测试断言	ce shi duan yan	30	测试验收	term	测试断言	curated	2026-09-17
测试替身	ce shi ti shen	30	测试验收	term	测试替身	curated	2026-09-17
测试未运行	ce shi wei yun xing	30	测试验收	term	测试未运行	curated	2026-09-17
测试未通过	ce shi wei tong guo	30	测试验收	term	测试未通过	curated	2026-09-17
测试桩	ce shi zhuang	30	测试验收	term	测试桩	curated	2026-09-17
测试模式	ce shi mo shi	30	开发操作	term	测试模式	curated	2026-09-17
测试清理	ce shi qing li	30	测试验收	term	测试清理	curated	2026-09-17
测试环境	ce shi huan jing	30	测试验收	term	测试环境	curated	2026-09-17
测试生命周期	ce shi sheng ming zhou qi	30	测试验收	term	测试生命周期	curated	2026-09-17
测试用例	ce shi yong li	30	测试验收	term	测试用例	curated	2026-09-17
测试目录	ce shi mu lu	30	开发操作	term	测试目录	curated	2026-09-17
测试结果	ce shi jie guo	30	测试验收	term	测试结果	curated	2026-09-17
测试覆盖率	ce shi fu gai lv	30	测试验收	term	测试覆盖率	curated	2026-09-17
测试证据	ce shi zheng ju	30	测试验收	term	测试证据	curated	2026-09-17
测试超时	ce shi chao shi	30	测试验收	term	测试超时	curated	2026-09-17
测试跳过	ce shi tiao guo	30	测试验收	term	测试跳过	curated	2026-09-17
测试通过	ce shi tong guo	30	测试验收	term	测试通过	curated	2026-09-17
测试重试	ce shi chong shi	30	测试验收	term	测试重试	curated	2026-09-17
测试隔离	ce shi ge li	30	测试验收	term	测试隔离	curated	2026-09-17
测试驱动开发	ce shi qu dong kai fa	30	测试验收	term	测试驱动开发	curated	2026-09-17
浮层	fu ceng	30	前端交互	term	浮层	curated	2026-09-17
浮点精度	fu dian jing du	30	后端数据	term	浮点精度	curated	2026-09-17
消息丢失	xiao xi diu shi	30	排障修复	term	消息丢失	curated	2026-09-17
消息乱序	xiao xi luan xu	30	排障修复	term	消息乱序	curated	2026-09-17
消息确认	xiao xi que ren	30	后端数据	term	消息确认	curated	2026-09-17
消息通道	xiao xi tong dao	30	桌面移动	term	消息通道	curated	2026-09-17
消息重投	xiao xi chong tou	30	后端数据	term	消息重投	curated	2026-09-17
消息重试	xiao xi chong shi	30	后端数据	term	消息重试	curated	2026-09-17
消息顺序	xiao xi shun xu	30	后端数据	term	消息顺序	curated	2026-09-17
消费位点	xiao fei wei dian	30	后端数据	term	消费位点	curated	2026-09-17
消费积压	xiao fei ji ya	30	后端数据	term	消费积压	curated	2026-09-17
深层链接	shen ceng lian jie	30	桌面移动	term	深层链接	curated	2026-09-17
深色模式	shen se mo shi	30	前端交互	term	深色模式	curated	2026-09-17
混合召回	hun he zhao hui	30	向量检索	term	混合召回	curated	2026-09-17
混合应用	hun he ying yong	30	桌面移动	term	混合应用	curated	2026-09-17
混合输入	hun he shu ru	30	桌面移动	term	混合输入	curated	2026-09-17
混合过滤	hun he guo lv	30	向量检索	term	混合过滤	curated	2026-09-17
混沌测试	hun dun ce shi	30	可靠运维	term	混沌测试	curated	2026-09-17
清理依赖	qing li yi lai	30	开发操作	term	清理依赖	curated	2026-09-17
清理构建缓存	qing li gou jian huan cun	30	开发操作	term	清理构建缓存	curated	2026-09-17
清理缓存	qing li huan cun	30	开发操作	term	清理缓存	curated	2026-09-17
清理计划	qing li ji hua	30	项目协作	term	清理计划	curated	2026-09-17
渐进式迁移	jian jin shi qian yi	30	架构设计	term	渐进式迁移	curated	2026-09-17
渐进式重构	jian jin shi chong gou	30	架构设计	term	渐进式重构	curated	2026-09-17
渲染进程	xuan ran jin cheng	30	桌面移动	term	渲染进程	curated	2026-09-17
游标分页	you biao fen ye	30	后端数据	term	游标分页	curated	2026-09-17
源码目录	yuan ma mu lu	30	开发操作	term	源码目录	curated	2026-09-17
滚动发布	gun dong fa bu	30	可靠运维	term	滚动发布	curated	2026-09-17
滚动更新	gun dong geng xin	30	可靠运维	term	滚动更新	curated	2026-09-17
漏洞扫描	lou dong sao miao	30	测试验收	term	漏洞扫描	curated	2026-09-17
演进计划	yan jin ji hua	30	项目协作	term	演进计划	curated	2026-09-17
灰度流量	hui du liu liang	30	可靠运维	term	灰度流量	curated	2026-09-17
灰度验证	hui du yan zheng	30	测试验收	term	灰度验证	curated	2026-09-17
点击节流	dian ji jie liu	30	前端交互	term	点击节流	curated	2026-09-17
点积相似度	dian ji xiang si du	30	向量检索	term	点积相似度	curated	2026-09-17
热修复	re xiu fu	30	排障修复	term	热修复	curated	2026-09-17
热启动	re qi dong	30	桌面移动	term	热启动	curated	2026-09-17
焦点管理	jiao dian guan li	30	前端交互	term	焦点管理	curated	2026-09-17
焦点陷阱	jiao dian xian jing	30	前端交互	term	焦点陷阱	curated	2026-09-17
照片权限	zhao pian quan xian	30	桌面移动	term	照片权限	curated	2026-09-17
熔断机制	rong duan ji zhi	30	可靠运维	term	熔断机制	curated	2026-09-17
版本回退	ban ben hui tui	30	可靠运维	term	版本回退	curated	2026-09-17
版本控制	ban ben kong zhi	30	版本协作	term	版本控制	curated	2026-09-17
版本标签	ban ben biao qian	30	版本协作	term	版本标签	curated	2026-09-17
版本管理	ban ben guan li	30	版本协作	term	版本管理	curated	2026-09-17
版本约束	ban ben yue shu	30	开发操作	term	版本约束	curated	2026-09-17
版本范围	ban ben fan wei	30	开发操作	term	版本范围	curated	2026-09-17
物理删除	wu li shan chu	30	后端数据	term	物理删除	curated	2026-09-17
状态一致性	zhuang tai yi zhi xing	30	架构设计	term	状态一致性	curated	2026-09-17
状态下沉	zhuang tai xia chen	30	前端交互	term	状态下沉	curated	2026-09-17
状态丢失	zhuang tai diu shi	30	排障修复	term	状态丢失	curated	2026-09-17
状态同步	zhuang tai tong bu	30	项目协作	term	状态同步	curated	2026-09-17
状态图	zhuang tai tu	30	架构设计	term	状态图	curated	2026-09-17
状态异常	zhuang tai yi chang	30	排障修复	term	状态异常	curated	2026-09-17
状态恢复	zhuang tai hui fu	30	架构设计	term	状态恢复	curated	2026-09-17
状态持久化	zhuang tai chi jiu hua	30	架构设计	term	状态持久化	curated	2026-09-17
状态提升	zhuang tai ti sheng	30	前端交互	term	状态提升	curated	2026-09-17
状态机	zhuang tai ji	30	架构设计	term	状态机	curated	2026-09-17
状态栏	zhuang tai lan	30	桌面移动	term	状态栏	curated	2026-09-17
状态派生	zhuang tai pai sheng	30	前端交互	term	状态派生	curated	2026-09-17
状态码	zhuang tai ma	30	后端数据	term	状态码	curated	2026-09-17
状态订阅	zhuang tai ding yue	30	前端交互	term	状态订阅	curated	2026-09-17
状态转换	zhuang tai zhuan huan	30	架构设计	term	状态转换	curated	2026-09-17
状态转移	zhuang tai zhuan yi	30	架构设计	term	状态转移	curated	2026-09-17
状态错乱	zhuang tai cuo luan	30	排障修复	term	状态错乱	curated	2026-09-17
独立子任务	du li zi ren wu	30	代理开发	term	独立子任务	curated	2026-09-17
独立工作区	du li gong zuo qu	30	开发操作	term	独立工作区	curated	2026-09-17
环境准备	huan jing zhun bei	30	开发操作	term	环境准备	curated	2026-09-17
环境初始化	huan jing chu shi hua	30	开发操作	term	环境初始化	curated	2026-09-17
环境变量	huan jing bian liang	30	可靠运维	term	环境变量	curated	2026-09-17
环境差异	huan jing cha yi	30	开发操作	term	环境差异	curated	2026-09-17
环境检查	huan jing jian cha	30	开发操作	term	环境检查	curated	2026-09-17
环境配置	huan jing pei zhi	30	开发操作	term	环境配置	curated	2026-09-17
环境隔离	huan jing ge li	30	开发操作	term	环境隔离	curated	2026-09-17
生产模式	sheng chan mo shi	30	开发操作	term	生产模式	curated	2026-09-17
生产环境	sheng chan huan jing	30	可靠运维	term	生产环境	curated	2026-09-17
生成补丁	sheng cheng bu ding	30	版本协作	term	生成补丁	curated	2026-09-17
用户偏好	yong hu pian hao	30	代理开发	term	用户偏好	curated	2026-09-17
用户场景	yong hu chang jing	30	项目协作	term	用户场景	curated	2026-09-17
用户指令	yong hu zhi ling	30	代理开发	term	用户指令	curated	2026-09-17
用户故事	yong hu gu shi	30	项目协作	term	用户故事	curated	2026-09-17
用户旅程	yong hu lv cheng	30	项目协作	term	用户旅程	curated	2026-09-17
用户认证	yong hu ren zheng	30	后端数据	term	用户认证	curated	2026-09-17
用户需求	yong hu xu qiu	30	项目协作	term	用户需求	curated	2026-09-17
电量优化	dian liang you hua	30	桌面移动	term	电量优化	curated	2026-09-17
界面卡顿	jie mian ka dun	30	排障修复	term	界面卡顿	curated	2026-09-17
登录态	deng lu tai	30	后端数据	term	登录态	curated	2026-09-17
登录状态	deng lu zhuang tai	30	后端数据	term	登录状态	curated	2026-09-17
直接依赖	zhi jie yi lai	30	开发操作	term	直接依赖	curated	2026-09-17
直接实现	zhi jie shi xian	30	代理开发	term	直接实现	curated	2026-09-17
相似度分数	xiang si du fen shu	30	向量检索	term	相似度分数	curated	2026-09-17
相似度阈值	xiang si du yu zhi	30	向量检索	term	相似度阈值	curated	2026-09-17
