# corpus.txt 行号	教材文件（固定提交见 sources.json）
1286	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1287	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1288	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1289	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1290	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1291	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1292	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1293	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1294	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1295	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1296	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1297	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1298	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1299	chapter_multilayer-perceptrons/underfit-overfit.md
1300	chapter_multilayer-perceptrons/underfit-overfit.md
1301	chapter_multilayer-perceptrons/underfit-overfit.md
1302	chapter_multilayer-perceptrons/underfit-overfit.md
1303	chapter_multilayer-perceptrons/underfit-overfit.md
1304	chapter_multilayer-perceptrons/underfit-overfit.md
1305	chapter_multilayer-perceptrons/underfit-overfit.md
1306	chapter_multilayer-perceptrons/underfit-overfit.md
1307	chapter_multilayer-perceptrons/underfit-overfit.md
1308	chapter_multilayer-perceptrons/underfit-overfit.md
1309	chapter_multilayer-perceptrons/underfit-overfit.md
1310	chapter_multilayer-perceptrons/underfit-overfit.md
1311	chapter_multilayer-perceptrons/underfit-overfit.md
1312	chapter_multilayer-perceptrons/underfit-overfit.md
1313	chapter_multilayer-perceptrons/underfit-overfit.md
1314	chapter_multilayer-perceptrons/underfit-overfit.md
1315	chapter_multilayer-perceptrons/underfit-overfit.md
1316	chapter_multilayer-perceptrons/underfit-overfit.md
1317	chapter_multilayer-perceptrons/underfit-overfit.md
1318	chapter_multilayer-perceptrons/underfit-overfit.md
1319	chapter_multilayer-perceptrons/underfit-overfit.md
1320	chapter_multilayer-perceptrons/underfit-overfit.md
1321	chapter_multilayer-perceptrons/underfit-overfit.md
1322	chapter_multilayer-perceptrons/underfit-overfit.md
1323	chapter_multilayer-perceptrons/underfit-overfit.md
1324	chapter_multilayer-perceptrons/underfit-overfit.md
1325	chapter_multilayer-perceptrons/underfit-overfit.md
1326	chapter_multilayer-perceptrons/underfit-overfit.md
1327	chapter_multilayer-perceptrons/underfit-overfit.md
1328	chapter_multilayer-perceptrons/underfit-overfit.md
1329	chapter_multilayer-perceptrons/underfit-overfit.md
1330	chapter_multilayer-perceptrons/underfit-overfit.md
1331	chapter_multilayer-perceptrons/underfit-overfit.md
1332	chapter_multilayer-perceptrons/underfit-overfit.md
1333	chapter_multilayer-perceptrons/underfit-overfit.md
1334	chapter_multilayer-perceptrons/underfit-overfit.md
1335	chapter_multilayer-perceptrons/underfit-overfit.md
1336	chapter_multilayer-perceptrons/underfit-overfit.md
1337	chapter_multilayer-perceptrons/underfit-overfit.md
1338	chapter_multilayer-perceptrons/underfit-overfit.md
1339	chapter_multilayer-perceptrons/underfit-overfit.md
1340	chapter_multilayer-perceptrons/underfit-overfit.md
1341	chapter_multilayer-perceptrons/underfit-overfit.md
1342	chapter_multilayer-perceptrons/weight-decay.md
1343	chapter_multilayer-perceptrons/weight-decay.md
1344	chapter_multilayer-perceptrons/weight-decay.md
1345	chapter_multilayer-perceptrons/weight-decay.md
1346	chapter_multilayer-perceptrons/weight-decay.md
1347	chapter_multilayer-perceptrons/weight-decay.md
1348	chapter_multilayer-perceptrons/weight-decay.md
1349	chapter_multilayer-perceptrons/weight-decay.md
1350	chapter_multilayer-perceptrons/weight-decay.md
1351	chapter_multilayer-perceptrons/weight-decay.md
1352	chapter_multilayer-perceptrons/weight-decay.md
1353	chapter_multilayer-perceptrons/weight-decay.md
1354	chapter_multilayer-perceptrons/weight-decay.md
1355	chapter_multilayer-perceptrons/weight-decay.md
1356	chapter_multilayer-perceptrons/weight-decay.md
1357	chapter_multilayer-perceptrons/weight-decay.md
1358	chapter_multilayer-perceptrons/weight-decay.md
1359	chapter_multilayer-perceptrons/weight-decay.md
1360	chapter_multilayer-perceptrons/weight-decay.md
1361	chapter_multilayer-perceptrons/weight-decay.md
1362	chapter_natural-language-processing-applications/finetuning-bert.md
1363	chapter_natural-language-processing-applications/finetuning-bert.md
1364	chapter_natural-language-processing-applications/finetuning-bert.md
1365	chapter_natural-language-processing-applications/finetuning-bert.md
1366	chapter_natural-language-processing-applications/finetuning-bert.md
1367	chapter_natural-language-processing-applications/finetuning-bert.md
1368	chapter_natural-language-processing-applications/finetuning-bert.md
1369	chapter_natural-language-processing-applications/finetuning-bert.md
1370	chapter_natural-language-processing-applications/finetuning-bert.md
1371	chapter_natural-language-processing-applications/finetuning-bert.md
1372	chapter_natural-language-processing-applications/finetuning-bert.md
1373	chapter_natural-language-processing-applications/finetuning-bert.md
1374	chapter_natural-language-processing-applications/finetuning-bert.md
1375	chapter_natural-language-processing-applications/index.md
1376	chapter_natural-language-processing-applications/index.md
1377	chapter_natural-language-processing-applications/index.md
1378	chapter_natural-language-processing-applications/index.md
1379	chapter_natural-language-processing-applications/index.md
1380	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1381	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1382	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1383	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1384	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1385	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1386	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1387	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1388	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1389	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1390	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1391	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1392	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1393	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1394	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1395	chapter_natural-language-processing-applications/natural-language-inference-and-dataset.md
1396	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1397	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1398	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1399	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1400	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1401	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1402	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1403	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1404	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1405	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1406	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1407	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1408	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1409	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1410	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1411	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1412	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1413	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1414	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1415	chapter_natural-language-processing-applications/natural-language-inference-attention.md
1416	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1417	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1418	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1419	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1420	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1421	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1422	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1423	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1424	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1425	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1426	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1427	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1428	chapter_natural-language-processing-applications/natural-language-inference-bert.md
1429	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1430	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1431	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1432	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1433	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1434	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1435	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1436	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1437	chapter_natural-language-processing-applications/sentiment-analysis-and-dataset.md
1438	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1439	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1440	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1441	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1442	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1443	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1444	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1445	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1446	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1447	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1448	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1449	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1450	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1451	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1452	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1453	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1454	chapter_natural-language-processing-applications/sentiment-analysis-cnn.md
1455	chapter_natural-language-processing-applications/sentiment-analysis-rnn.md
1456	chapter_natural-language-processing-applications/sentiment-analysis-rnn.md
1457	chapter_natural-language-processing-applications/sentiment-analysis-rnn.md
1458	chapter_natural-language-processing-applications/sentiment-analysis-rnn.md
1459	chapter_natural-language-processing-applications/sentiment-analysis-rnn.md
1460	chapter_natural-language-processing-applications/sentiment-analysis-rnn.md
1461	chapter_natural-language-processing-pretraining/approx-training.md
1462	chapter_natural-language-processing-pretraining/approx-training.md
1463	chapter_natural-language-processing-pretraining/approx-training.md
1464	chapter_natural-language-processing-pretraining/approx-training.md
1465	chapter_natural-language-processing-pretraining/approx-training.md
1466	chapter_natural-language-processing-pretraining/approx-training.md
1467	chapter_natural-language-processing-pretraining/approx-training.md
1468	chapter_natural-language-processing-pretraining/approx-training.md
1469	chapter_natural-language-processing-pretraining/approx-training.md
1470	chapter_natural-language-processing-pretraining/approx-training.md
1471	chapter_natural-language-processing-pretraining/approx-training.md
1472	chapter_natural-language-processing-pretraining/approx-training.md
1473	chapter_natural-language-processing-pretraining/approx-training.md
1474	chapter_natural-language-processing-pretraining/approx-training.md
1475	chapter_natural-language-processing-pretraining/approx-training.md
1476	chapter_natural-language-processing-pretraining/bert-dataset.md
1477	chapter_natural-language-processing-pretraining/bert-dataset.md
1478	chapter_natural-language-processing-pretraining/bert-dataset.md
1479	chapter_natural-language-processing-pretraining/bert-dataset.md
1480	chapter_natural-language-processing-pretraining/bert-dataset.md
1481	chapter_natural-language-processing-pretraining/bert-dataset.md
1482	chapter_natural-language-processing-pretraining/bert-dataset.md
1483	chapter_natural-language-processing-pretraining/bert-dataset.md
1484	chapter_natural-language-processing-pretraining/bert-dataset.md
1485	chapter_natural-language-processing-pretraining/bert-dataset.md
1486	chapter_natural-language-processing-pretraining/bert-dataset.md
1487	chapter_natural-language-processing-pretraining/bert-dataset.md
1488	chapter_natural-language-processing-pretraining/bert-dataset.md
1489	chapter_natural-language-processing-pretraining/bert-dataset.md
1490	chapter_natural-language-processing-pretraining/bert-dataset.md
1491	chapter_natural-language-processing-pretraining/bert-pretraining.md
1492	chapter_natural-language-processing-pretraining/bert-pretraining.md
1493	chapter_natural-language-processing-pretraining/bert-pretraining.md
1494	chapter_natural-language-processing-pretraining/bert-pretraining.md
1495	chapter_natural-language-processing-pretraining/bert-pretraining.md
1496	chapter_natural-language-processing-pretraining/bert-pretraining.md
1497	chapter_natural-language-processing-pretraining/bert-pretraining.md
1498	chapter_natural-language-processing-pretraining/bert-pretraining.md
1499	chapter_natural-language-processing-pretraining/bert-pretraining.md
1500	chapter_natural-language-processing-pretraining/bert-pretraining.md
1501	chapter_natural-language-processing-pretraining/bert-pretraining.md
1502	chapter_natural-language-processing-pretraining/bert.md
1503	chapter_natural-language-processing-pretraining/bert.md
1504	chapter_natural-language-processing-pretraining/bert.md
1505	chapter_natural-language-processing-pretraining/bert.md
1506	chapter_natural-language-processing-pretraining/bert.md
1507	chapter_natural-language-processing-pretraining/bert.md
1508	chapter_natural-language-processing-pretraining/bert.md
1509	chapter_natural-language-processing-pretraining/bert.md
1510	chapter_natural-language-processing-pretraining/bert.md
1511	chapter_natural-language-processing-pretraining/bert.md
1512	chapter_natural-language-processing-pretraining/bert.md
1513	chapter_natural-language-processing-pretraining/bert.md
1514	chapter_natural-language-processing-pretraining/bert.md
1515	chapter_natural-language-processing-pretraining/bert.md
1516	chapter_natural-language-processing-pretraining/bert.md
1517	chapter_natural-language-processing-pretraining/bert.md
1518	chapter_natural-language-processing-pretraining/bert.md
1519	chapter_natural-language-processing-pretraining/bert.md
1520	chapter_natural-language-processing-pretraining/bert.md
1521	chapter_natural-language-processing-pretraining/bert.md
1522	chapter_natural-language-processing-pretraining/bert.md
1523	chapter_natural-language-processing-pretraining/bert.md
1524	chapter_natural-language-processing-pretraining/bert.md
1525	chapter_natural-language-processing-pretraining/bert.md
1526	chapter_natural-language-processing-pretraining/bert.md
1527	chapter_natural-language-processing-pretraining/bert.md
1528	chapter_natural-language-processing-pretraining/bert.md
1529	chapter_natural-language-processing-pretraining/bert.md
1530	chapter_natural-language-processing-pretraining/bert.md
1531	chapter_natural-language-processing-pretraining/bert.md
1532	chapter_natural-language-processing-pretraining/glove.md
1533	chapter_natural-language-processing-pretraining/glove.md
1534	chapter_natural-language-processing-pretraining/glove.md
1535	chapter_natural-language-processing-pretraining/glove.md
1536	chapter_natural-language-processing-pretraining/glove.md
1537	chapter_natural-language-processing-pretraining/glove.md
1538	chapter_natural-language-processing-pretraining/glove.md
1539	chapter_natural-language-processing-pretraining/glove.md
1540	chapter_natural-language-processing-pretraining/glove.md
1541	chapter_natural-language-processing-pretraining/glove.md
1542	chapter_natural-language-processing-pretraining/glove.md
1543	chapter_natural-language-processing-pretraining/glove.md
1544	chapter_natural-language-processing-pretraining/glove.md
1545	chapter_natural-language-processing-pretraining/glove.md
1546	chapter_natural-language-processing-pretraining/glove.md
1547	chapter_natural-language-processing-pretraining/glove.md
1548	chapter_natural-language-processing-pretraining/glove.md
1549	chapter_natural-language-processing-pretraining/index.md
1550	chapter_natural-language-processing-pretraining/index.md
1551	chapter_natural-language-processing-pretraining/index.md
1552	chapter_natural-language-processing-pretraining/index.md
1553	chapter_natural-language-processing-pretraining/similarity-analogy.md
1554	chapter_natural-language-processing-pretraining/similarity-analogy.md
1555	chapter_natural-language-processing-pretraining/similarity-analogy.md
1556	chapter_natural-language-processing-pretraining/similarity-analogy.md
1557	chapter_natural-language-processing-pretraining/similarity-analogy.md
1558	chapter_natural-language-processing-pretraining/similarity-analogy.md
1559	chapter_natural-language-processing-pretraining/similarity-analogy.md
1560	chapter_natural-language-processing-pretraining/similarity-analogy.md
1561	chapter_natural-language-processing-pretraining/similarity-analogy.md
1562	chapter_natural-language-processing-pretraining/similarity-analogy.md
1563	chapter_natural-language-processing-pretraining/similarity-analogy.md
1564	chapter_natural-language-processing-pretraining/subword-embedding.md
1565	chapter_natural-language-processing-pretraining/subword-embedding.md
1566	chapter_natural-language-processing-pretraining/subword-embedding.md
1567	chapter_natural-language-processing-pretraining/subword-embedding.md
1568	chapter_natural-language-processing-pretraining/subword-embedding.md
1569	chapter_natural-language-processing-pretraining/subword-embedding.md
1570	chapter_natural-language-processing-pretraining/subword-embedding.md
1571	chapter_natural-language-processing-pretraining/subword-embedding.md
1572	chapter_natural-language-processing-pretraining/subword-embedding.md
1573	chapter_natural-language-processing-pretraining/subword-embedding.md
1574	chapter_natural-language-processing-pretraining/subword-embedding.md
1575	chapter_natural-language-processing-pretraining/subword-embedding.md
1576	chapter_natural-language-processing-pretraining/subword-embedding.md
1577	chapter_natural-language-processing-pretraining/subword-embedding.md
1578	chapter_natural-language-processing-pretraining/subword-embedding.md
1579	chapter_natural-language-processing-pretraining/subword-embedding.md
1580	chapter_natural-language-processing-pretraining/subword-embedding.md
1581	chapter_natural-language-processing-pretraining/subword-embedding.md
1582	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1583	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1584	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1585	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1586	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1587	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1588	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1589	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1590	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1591	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1592	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1593	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1594	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1595	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1596	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1597	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1598	chapter_natural-language-processing-pretraining/word-embedding-dataset.md
1599	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1600	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1601	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1602	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1603	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1604	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1605	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1606	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1607	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1608	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1609	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1610	chapter_natural-language-processing-pretraining/word2vec-pretraining.md
1611	chapter_natural-language-processing-pretraining/word2vec.md
1612	chapter_natural-language-processing-pretraining/word2vec.md
1613	chapter_natural-language-processing-pretraining/word2vec.md
1614	chapter_natural-language-processing-pretraining/word2vec.md
1615	chapter_natural-language-processing-pretraining/word2vec.md
1616	chapter_natural-language-processing-pretraining/word2vec.md
1617	chapter_natural-language-processing-pretraining/word2vec.md
1618	chapter_natural-language-processing-pretraining/word2vec.md
1619	chapter_natural-language-processing-pretraining/word2vec.md
1620	chapter_natural-language-processing-pretraining/word2vec.md
1621	chapter_natural-language-processing-pretraining/word2vec.md
1622	chapter_natural-language-processing-pretraining/word2vec.md
1623	chapter_natural-language-processing-pretraining/word2vec.md
1624	chapter_natural-language-processing-pretraining/word2vec.md
1625	chapter_natural-language-processing-pretraining/word2vec.md
1626	chapter_natural-language-processing-pretraining/word2vec.md
1627	chapter_natural-language-processing-pretraining/word2vec.md
1628	chapter_natural-language-processing-pretraining/word2vec.md
1629	chapter_natural-language-processing-pretraining/word2vec.md
1630	chapter_natural-language-processing-pretraining/word2vec.md
1631	chapter_notation/index.md
1632	chapter_notation/index.md
1633	chapter_notation/index.md
1634	chapter_notation/index.md
1635	chapter_optimization/adadelta.md
1636	chapter_optimization/adadelta.md
1637	chapter_optimization/adadelta.md
1638	chapter_optimization/adadelta.md
1639	chapter_optimization/adadelta.md
1640	chapter_optimization/adagrad.md
1641	chapter_optimization/adagrad.md
1642	chapter_optimization/adagrad.md
1643	chapter_optimization/adagrad.md
1644	chapter_optimization/adagrad.md
1645	chapter_optimization/adagrad.md
1646	chapter_optimization/adagrad.md
1647	chapter_optimization/adagrad.md
1648	chapter_optimization/adagrad.md
1649	chapter_optimization/adagrad.md
1650	chapter_optimization/adagrad.md
1651	chapter_optimization/adagrad.md
1652	chapter_optimization/adagrad.md
1653	chapter_optimization/adagrad.md
1654	chapter_optimization/adagrad.md
1655	chapter_optimization/adagrad.md
1656	chapter_optimization/adagrad.md
1657	chapter_optimization/adagrad.md
1658	chapter_optimization/adagrad.md
1659	chapter_optimization/adagrad.md
1660	chapter_optimization/adagrad.md
1661	chapter_optimization/adam.md
1662	chapter_optimization/adam.md
1663	chapter_optimization/adam.md
1664	chapter_optimization/adam.md
1665	chapter_optimization/adam.md
1666	chapter_optimization/adam.md
1667	chapter_optimization/adam.md
1668	chapter_optimization/adam.md
1669	chapter_optimization/adam.md
1670	chapter_optimization/adam.md
1671	chapter_optimization/adam.md
1672	chapter_optimization/adam.md
1673	chapter_optimization/adam.md
1674	chapter_optimization/adam.md
1675	chapter_optimization/adam.md
1676	chapter_optimization/convexity.md
1677	chapter_optimization/convexity.md
1678	chapter_optimization/convexity.md
1679	chapter_optimization/convexity.md
1680	chapter_optimization/convexity.md
1681	chapter_optimization/convexity.md
1682	chapter_optimization/convexity.md
1683	chapter_optimization/convexity.md
1684	chapter_optimization/convexity.md
1685	chapter_optimization/convexity.md
1686	chapter_optimization/convexity.md
1687	chapter_optimization/convexity.md
1688	chapter_optimization/convexity.md
1689	chapter_optimization/convexity.md
1690	chapter_optimization/convexity.md
1691	chapter_optimization/convexity.md
1692	chapter_optimization/convexity.md
1693	chapter_optimization/convexity.md
1694	chapter_optimization/convexity.md
1695	chapter_optimization/convexity.md
1696	chapter_optimization/convexity.md
1697	chapter_optimization/convexity.md
1698	chapter_optimization/convexity.md
1699	chapter_optimization/convexity.md
1700	chapter_optimization/convexity.md
1701	chapter_optimization/convexity.md
1702	chapter_optimization/convexity.md
1703	chapter_optimization/convexity.md
1704	chapter_optimization/convexity.md
1705	chapter_optimization/convexity.md
1706	chapter_optimization/convexity.md
1707	chapter_optimization/convexity.md
1708	chapter_optimization/convexity.md
1709	chapter_optimization/convexity.md
1710	chapter_optimization/convexity.md
1711	chapter_optimization/gd.md
1712	chapter_optimization/gd.md
1713	chapter_optimization/gd.md
1714	chapter_optimization/gd.md
1715	chapter_optimization/gd.md
1716	chapter_optimization/gd.md
1717	chapter_optimization/gd.md
1718	chapter_optimization/gd.md
1719	chapter_optimization/gd.md
1720	chapter_optimization/gd.md
1721	chapter_optimization/gd.md
1722	chapter_optimization/gd.md
1723	chapter_optimization/gd.md
1724	chapter_optimization/gd.md
1725	chapter_optimization/gd.md
1726	chapter_optimization/gd.md
1727	chapter_optimization/gd.md
1728	chapter_optimization/gd.md
1729	chapter_optimization/gd.md
1730	chapter_optimization/gd.md
1731	chapter_optimization/gd.md
1732	chapter_optimization/gd.md
1733	chapter_optimization/gd.md
1734	chapter_optimization/gd.md
1735	chapter_optimization/gd.md
1736	chapter_optimization/gd.md
1737	chapter_optimization/gd.md
1738	chapter_optimization/gd.md
1739	chapter_optimization/gd.md
1740	chapter_optimization/gd.md
1741	chapter_optimization/gd.md
1742	chapter_optimization/gd.md
1743	chapter_optimization/index.md
1744	chapter_optimization/index.md
1745	chapter_optimization/index.md
1746	chapter_optimization/lr-scheduler.md
1747	chapter_optimization/lr-scheduler.md
1748	chapter_optimization/lr-scheduler.md
1749	chapter_optimization/lr-scheduler.md
1750	chapter_optimization/lr-scheduler.md
1751	chapter_optimization/lr-scheduler.md
1752	chapter_optimization/lr-scheduler.md
1753	chapter_optimization/lr-scheduler.md
1754	chapter_optimization/lr-scheduler.md
1755	chapter_optimization/lr-scheduler.md
1756	chapter_optimization/lr-scheduler.md
1757	chapter_optimization/lr-scheduler.md
1758	chapter_optimization/lr-scheduler.md
1759	chapter_optimization/lr-scheduler.md
1760	chapter_optimization/lr-scheduler.md
1761	chapter_optimization/lr-scheduler.md
1762	chapter_optimization/lr-scheduler.md
1763	chapter_optimization/lr-scheduler.md
1764	chapter_optimization/lr-scheduler.md
1765	chapter_optimization/lr-scheduler.md
1766	chapter_optimization/lr-scheduler.md
1767	chapter_optimization/minibatch-sgd.md
1768	chapter_optimization/minibatch-sgd.md
1769	chapter_optimization/minibatch-sgd.md
1770	chapter_optimization/minibatch-sgd.md
1771	chapter_optimization/minibatch-sgd.md
1772	chapter_optimization/minibatch-sgd.md
1773	chapter_optimization/minibatch-sgd.md
1774	chapter_optimization/minibatch-sgd.md
1775	chapter_optimization/minibatch-sgd.md
1776	chapter_optimization/minibatch-sgd.md
1777	chapter_optimization/minibatch-sgd.md
1778	chapter_optimization/minibatch-sgd.md
1779	chapter_optimization/minibatch-sgd.md
1780	chapter_optimization/minibatch-sgd.md
1781	chapter_optimization/minibatch-sgd.md
1782	chapter_optimization/minibatch-sgd.md
1783	chapter_optimization/minibatch-sgd.md
1784	chapter_optimization/minibatch-sgd.md
1785	chapter_optimization/minibatch-sgd.md
1786	chapter_optimization/minibatch-sgd.md
1787	chapter_optimization/minibatch-sgd.md
1788	chapter_optimization/minibatch-sgd.md
1789	chapter_optimization/minibatch-sgd.md
1790	chapter_optimization/minibatch-sgd.md
1791	chapter_optimization/minibatch-sgd.md
1792	chapter_optimization/momentum.md
1793	chapter_optimization/momentum.md
1794	chapter_optimization/momentum.md
1795	chapter_optimization/momentum.md
1796	chapter_optimization/momentum.md
1797	chapter_optimization/momentum.md
1798	chapter_optimization/momentum.md
1799	chapter_optimization/momentum.md
1800	chapter_optimization/momentum.md
1801	chapter_optimization/momentum.md
1802	chapter_optimization/momentum.md
1803	chapter_optimization/momentum.md
1804	chapter_optimization/momentum.md
1805	chapter_optimization/momentum.md
1806	chapter_optimization/momentum.md
1807	chapter_optimization/momentum.md
1808	chapter_optimization/momentum.md
1809	chapter_optimization/momentum.md
1810	chapter_optimization/momentum.md
1811	chapter_optimization/momentum.md
1812	chapter_optimization/momentum.md
1813	chapter_optimization/momentum.md
1814	chapter_optimization/momentum.md
1815	chapter_optimization/momentum.md
1816	chapter_optimization/momentum.md
1817	chapter_optimization/momentum.md
1818	chapter_optimization/momentum.md
1819	chapter_optimization/momentum.md
1820	chapter_optimization/momentum.md
1821	chapter_optimization/momentum.md
1822	chapter_optimization/momentum.md
1823	chapter_optimization/momentum.md
1824	chapter_optimization/momentum.md
1825	chapter_optimization/momentum.md
1826	chapter_optimization/optimization-intro.md
1827	chapter_optimization/optimization-intro.md
1828	chapter_optimization/optimization-intro.md
1829	chapter_optimization/optimization-intro.md
1830	chapter_optimization/optimization-intro.md
1831	chapter_optimization/optimization-intro.md
1832	chapter_optimization/optimization-intro.md
1833	chapter_optimization/optimization-intro.md
1834	chapter_optimization/optimization-intro.md
1835	chapter_optimization/optimization-intro.md
1836	chapter_optimization/optimization-intro.md
1837	chapter_optimization/optimization-intro.md
1838	chapter_optimization/optimization-intro.md
1839	chapter_optimization/optimization-intro.md
1840	chapter_optimization/optimization-intro.md
1841	chapter_optimization/optimization-intro.md
1842	chapter_optimization/rmsprop.md
1843	chapter_optimization/rmsprop.md
1844	chapter_optimization/rmsprop.md
1845	chapter_optimization/rmsprop.md
1846	chapter_optimization/rmsprop.md
1847	chapter_optimization/rmsprop.md
1848	chapter_optimization/rmsprop.md
1849	chapter_optimization/sgd.md
